country,last_name,first_name,wikipedia_url,first_paragraph
be,Lefèvre,Théodore,https://nl.wikipedia.org/wiki/Th%C3%A9o_Lef%C3%A8vre,"Théodore Joseph Albéric Marie Lefèvre (Gent, 17 januari 1914 – Sint-Lambrechts-Woluwe, 18 september 1973) was een Belgisch politicus. Hij was premier van België van 1961 tot 1965, aan het hoofd van de regering-Lefèvre-Spaak.
"
be,None,Paul,https://nl.wikipedia.org/wiki/Paul_Vanden_Boeynants,"Paul Emile François Henri Vanden Boeynants (Vorst, 22 mei 1919 – Aalst, 8 januari 2001), in de media en door hemzelf bijgenaamd 'VDB', was een Belgisch volksvertegenwoordiger, minister en premier. Als ondernemer was hij actief in de vleesindustrie.
"
be,Gerlache,Étienne,https://nl.wikipedia.org/wiki/Etienne_de_Gerlache,"Etienne Constantin baron de Gerlache (Biourge, 25 december 1785 - Elsene, 10 februari 1871) was advocaat, politicus en magistraat in het Verenigd Koninkrijk der Nederlanden en in België.
"
be,Martens,Wilfried,https://nl.wikipedia.org/wiki/Wilfried_Martens,"Wilfried Achiel Emma Martens uitspraakⓘ (Sleidinge, 19 april 1936 – Lokeren, 9 oktober 2013) was een Vlaams-Belgische politicus voor de CD&V (vroeger CVP) en was van april 1979 tot maart 1992 (met een korte onderbreking) eerste minister van België.
"
be,Eyskens,Mark,https://nl.wikipedia.org/wiki/Mark_Eyskens,"Marc Maria Frans burggraaf Eyskens  (Leuven, 29 april 1933) is een Belgische emeritus hoogleraar, econoom, politicus en essayist. Van april tot december 1981 was hij premier van België.
"
be,Harmel,Pierre,https://nl.wikipedia.org/wiki/Pierre_Harmel,"Pierre Charles José Marie graaf Harmel (Ukkel, 16 maart 1911 – Brussel, 15 november 2009) was een Belgisch advocaat, hoogleraar en christendemocratisch staatsman.
"
be,Pierlot,Hubert,https://nl.wikipedia.org/wiki/Hubert_Pierlot,"Hubert Marie Eugène Pierlot (Cugnon, 23 december 1883 – Ukkel, 13 december 1963) was de Belgische eerste minister van 1939 tot 1945.
"
be,Nothomb,Jean-Baptiste,https://nl.wikipedia.org/wiki/Jean-Baptiste_Nothomb,"Jean Baptiste Nothomb (Messancy, 3 juli 1805 – Berlijn, 16 september 1881) was een Belgisch staatsman en diplomaat die een belangrijke rol speelde bij het tot stand komen van de Belgische staat. Zo was hij een van de opstellers van de Belgische grondwet en onderhandelde hij over de verdragen die de Belgische onafhankelijkheid garandeerden.
"
be,None,Edmond,https://nl.wikipedia.org/wiki/Edmond_Leburton,"Edmond Jules Isidore Leburton (Lantremange, 18 april 1915 – Borgworm, 15 juni 1997) was een Belgisch politicus voor de PSB.
"
be,None,Jean,https://nl.wikipedia.org/wiki/Jean_Duvieusart,"Jean Pierre Armand Ghislain Marie Duvieusart (Frasnes-lez-Gosselies, 10 april 1900 – Couillet, 11 oktober 1977) was een Belgisch advocaat en katholiek politicus.
"
be,Lebeau,Joseph,https://nl.wikipedia.org/wiki/Joseph_Lebeau,"Jean Louis Joseph Lebeau (Hoei, 2 januari 1794 – aldaar, 19 maart 1865) was lid van het Nationaal Congres, Belgisch liberaal volksvertegenwoordiger en eerste minister.
"
be,Rogier,Charles,https://nl.wikipedia.org/wiki/Charles_Rogier,"Charles Latour Rogier (Nederlands, verouderd: Karel Rogier; Saint-Quentin 17 augustus 1800 – Sint-Joost-ten-Node, 27 mei 1885) was een Belgisch politicus en een van de grondleggers van de Belgische staat.
"
be,None,Barthélemy,https://nl.wikipedia.org/wiki/Barth%C3%A9lemy_de_Theux_de_Meylandt,"Barthélemy-Théodore graaf de Theux de Meylandt (Sint-Truiden, 26 februari 1794 – Heusden, 21 augustus 1874) was een Belgisch staatsman, eerste minister en lid van het Nationaal Congres.
"
be,None,Felix,https://nl.wikipedia.org/wiki/Felix_de_M%C3%BBelenaere,"Felix Amandus de Mûelenaere (Pittem, 9 april 1793 – aldaar, 5 augustus 1862) was een Belgisch unionistisch politicus.
"
be,De Croo,Alexander,https://nl.wikipedia.org/wiki/Alexander_De_Croo,"Alexander Francis Herman De Croo (Vilvoorde, 3 november 1975) is een Belgisch politicus voor Open Vld. Tussen oktober 2020 en februari 2025 was De Croo premier van België van de zogenaamde Vivaldicoalitie. Hij was de eerste Vlaamse premier in iets minder dan 10 jaar.
"
be,de Brouckère,Henri,https://nl.wikipedia.org/wiki/Henri_de_Brouck%C3%A8re,"Henri Ghislain Joseph Marie Hyacinthe de Brouckère (Brugge, 25 januari 1801 - Brussel, 25 januari 1891) was een Belgisch liberaal politicus. Hij was onder meer eerste minister, volksvertegenwoordiger en lid van het Belgisch Nationaal Congres.
"
be,None,Albert,https://nl.wikipedia.org/wiki/Albert_Goblet_d%27Alviella,"Albert Joseph Goblet, sinds 1838 graaf Goblet d'Alviella (Doornik, 26 mei 1790 – Brussel, 5 mei 1873) was een Belgisch politicus en officier.
"
be,Weyer,Sylvain,https://nl.wikipedia.org/wiki/Sylvain_Van_de_Weyer,"Jean-Sylvain Van de Weyer  (Leuven, 19 januari 1802 – Londen, 23 mei 1874), beter bekend als Sylvain Van de Weyer, was een van de grondleggers van de Belgische Staat, en later ook eerste minister.
"
be,Burlet,Jules,https://nl.wikipedia.org/wiki/Jules_de_Burlet,"Jules Philippe Marie de Burlet (Elsene, 10 april 1844 - Nijvel, 1 maart 1897) was een Belgisch katholiek politicus.
"
be,None,Paul-Émile,https://nl.wikipedia.org/wiki/Paul-Emile_Janson,"Paul-Emile Janson (Brussel, 30 mei 1872 - concentratiekamp Buchenwald, 3 maart 1944) was de Belgische eerste minister van november 1937 tot mei 1938.
"
be,Malou,Jules,https://nl.wikipedia.org/wiki/Jules_Malou,"Jules Edouard François-Xavier Malou (Ieper, 19 oktober 1810 - Sint-Lambrechts-Woluwe, 11 juli 1886) was een Belgisch politicus. Hij was onder meer leider van de Katholieke Partij, volksvertegenwoordiger, senator en eerste minister.
"
be,Broqueville,Charles,https://nl.wikipedia.org/wiki/Charles_de_Broqueville,"Charles Marie Pierre Albert graaf de Broqueville (Postel, 4 december 1860 - Brussel, 5 september 1940) was de Belgische kabinetsleider tijdens de Eerste Wereldoorlog (van 17 juni 1911 tot 1 juni 1918) en eerste minister van 22 oktober 1932 tot 20 november 1934. Hij was lid van de Katholieke Partij.
"
be,Pholien,Joseph,https://nl.wikipedia.org/wiki/Joseph_Pholien,"Joseph Clovis Louis Marie Emmanuel Pholien (Luik, 28 december 1884 – Brussel, 4 januari 1968) was een Belgisch politicus van de PSC.
"
be,Van Houtte,Jean,https://nl.wikipedia.org/wiki/Jean_Van_Houtte,"Jean Maria Josephus baron Van Houtte (Gent, 17 maart 1907 – Brussel, 23 mei 1991) was een Belgisch advocaat, hoogleraar en politicus van de CVP.
"
be,Frère,Walthère,https://nl.wikipedia.org/wiki/Walth%C3%A8re_Fr%C3%A8re-Orban,"Hubert Joseph Walthère Frère-Orban (Luik, 24 april 1812 – Brussel, 2 januari 1896) was een Belgisch liberaal politicus die zijn stempel heeft gedrukt op de eerste halve eeuw onafhankelijkheid van België.
"
be,Cooreman,Gérard,https://nl.wikipedia.org/wiki/Gerard_Cooreman,"Gérard François Marie (Gerard) Cooreman (Gent, 25 maart 1852 – Brussel, 2 december 1926) was een Belgisch advocaat en politicus voor de katholieke Partij.
"
be,Vandenpeereboom,Jules,https://nl.wikipedia.org/wiki/Jules_Vandenpeereboom,"Jules Pierre Henri François Xavier Vandenpeereboom (Kortrijk, 18 maart 1843 - Anderlecht, 6 maart 1917) was een Belgisch katholiek politicus.
"
be,None,Paul,https://nl.wikipedia.org/wiki/Paul_de_Smet_de_Naeyer,"Paul Joseph graaf de Smet de Naeyer (Gent, 13 mei 1843 – Brussel, 9 september 1913) was een Belgisch katholiek politicus.
"
be,Trooz,Jules,https://nl.wikipedia.org/wiki/Jules_de_Trooz,"Baron Jules Henri Ghislain Marie de Trooz (Leuven, 21 februari 1857 - Brussel, 31 december 1907) was een Belgisch katholiek politicus.
"
be,d'Anethan,Jules,https://nl.wikipedia.org/wiki/Jules_Joseph_d%27Anethan,"Jules Joseph d'Anethan (Brussel, 23 april 1803 - Schaarbeek, 8 oktober 1888) was een Belgisch politicus. Hij was premier van 2 juli 1870 tot 7 december 1871.
"
be,Michel,Charles,https://nl.wikipedia.org/wiki/Charles_Michel,"Charles Yves Jean Ghislaine Michel (Namen, 21 december 1975) is een Belgisch politicus voor de partij Mouvement Réformateur (MR). Van 11 oktober 2014 tot 27 oktober 2019 was hij premier van België in de regeringen Michel I en Michel II. Op 2 juli 2019 werd hij verkozen als voorzitter van de Europese Raad, in opvolging van Donald Tusk, een functie die hij van 1 december 2014 tot 30 november 2019 uitoefende.
"
be,Wilmès,Sophie,https://nl.wikipedia.org/wiki/Sophie_Wilm%C3%A8s,"Sophie Wilmès (Elsene, 15 januari 1975) is een Belgisch politica van de MR. Van 27 oktober 2019 tot 1 oktober 2020 was ze de eerste vrouwelijke premier van België. Vanaf 1 oktober 2020 was ze vicepremier en minister van Buitenlandse Zaken en Buitenlandse Handel. Om familiale redenen legde ze op 21 april 2022 haar bevoegdheden als minister tijdelijk neer. Op 15 juli 2022 legde ze haar functie definitief neer.
"
us,Washington,George,https://en.wikipedia.org/wiki/George_Washington,"George Washington (February 22, 1732  – December 14, 1799) was a Founding Father and the first president of the United States, serving from 1789 to 1797. As commander of the Continental Army, Washington led Patriot forces to victory in the American Revolutionary War against the British Empire. He is commonly known as the Father of the Nation for his role in bringing about American independence.
"
us,Obama,Barack,https://en.wikipedia.org/wiki/Barack_Obama,"Barack Hussein Obama II (born August 4, 1961) is an American politician who was the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, he was the first African American president in American history. Obama previously served as a U.S. senator representing Illinois from 2005 to 2008 and as an Illinois state senator from 1997 to 2004.
"
us,Lincoln,Abraham,https://en.wikipedia.org/wiki/Abraham_Lincoln,"Abraham Lincoln (February 12, 1809 – April 15, 1865) was the 16th president of the United States, serving from 1861 until his assassination in 1865. He led the United States through the American Civil War, defeating the Confederate States of America and playing a major role in the abolition of slavery.
"
us,Bush,George,https://en.wikipedia.org/wiki/George_W._Bush,"George Walker Bush (born July 6, 1946) is an American politician and businessman who was the 43rd president of the United States from 2001 to 2009. A member of the Bush family and the Republican Party, he is the eldest son of the 41st president, George H. W. Bush, and was the 46th governor of Texas from 1995 to 2000.
"
us,Clinton,Bill,https://en.wikipedia.org/wiki/Bill_Clinton,"William Jefferson  Clinton (né Blythe III; born August 19, 1946) is an American politician and lawyer  who was the 42nd president of the United States from 1993 to 2001. A member of the Democratic Party, he previously served as the attorney general of Arkansas from 1977 to 1979 and as the governor of Arkansas from 1979 to 1981, and again from 1983 to 1992. Clinton, whose policies reflected a centrist ""Third Way"" political philosophy, became known as a New Democrat.
"
us,Biden,Joe,https://en.wikipedia.org/wiki/Joe_Biden,"Joseph Robinette Biden Jr. (born November 20, 1942) is an American politician who was the 46th president of the United States from 2021 to 2025. A member of the Democratic Party, he served as the 47th vice president from 2009 to 2017 and represented Delaware in the U.S. Senate from 1973 to 2009. 
"
us,Roosevelt,Franklin,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt,"Franklin Delano Roosevelt (January 30, 1882 – April 12, 1945), also known as FDR, was the 32nd president of the United States, serving from 1933 until his death in 1945. He is the longest-serving U.S. president, and the only one to have served more than two terms. His first two terms were centered on combating the Great Depression, while his third and fourth saw him shift his focus to America's involvement in World War II.
"
us,Johnson,Andrew,https://en.wikipedia.org/wiki/Andrew_Johnson,"Andrew Johnson (December 29, 1808 – July 31, 1875) was the 17th president of the United States, serving from 1865 to 1869. The 16th vice president, he assumed the presidency following the assassination of Abraham Lincoln. Johnson was a Southern Democrat who ran with Lincoln on the National Union Party ticket in the 1864 presidential election, coming to office as the American Civil War concluded. Johnson favored quick restoration of the seceded states to the Union without protection for the newly freed people who were formerly enslaved, as well as pardoning ex-Confederates. This led to conflict with the Republican Party-dominated U.S. Congress, culminating in his impeachment by the House of Representatives in 1868. He was acquitted in the Senate by one vote.
"
us,Ford,Gerald,https://en.wikipedia.org/wiki/Gerald_Ford,"Gerald Rudolph Ford Jr. (born Leslie Lynch King Jr.; July 14, 1913 – December 26, 2006) was the 38th president of the United States, serving from 1974 to 1977. A member of the Republican Party, Ford assumed the presidency after the resignation of President Richard Nixon, under whom he had served as the 40th vice president from 1973 to 1974 following Spiro Agnew's resignation. Prior to that, he served as a member of the U.S. House of Representatives from 1949 to 1973.
"
us,Nixon,Richard,https://en.wikipedia.org/wiki/Richard_Nixon,"Richard Milhous Nixon (January 9, 1913 – April 22, 1994) was the 37th president of the United States, serving from 1969 until his resignation in 1974. A member of the Republican Party, he previously served as the 36th vice president under President Dwight D. Eisenhower from 1953 to 1961, and also as a representative and senator from California. His presidency saw the reduction of U.S. involvement in the Vietnam War, détente with the Soviet Union and China, the Apollo 11 Moon landing, and the establishment of the Environmental Protection Agency and Occupational Safety and Health Administration. Nixon's second term ended early when he became the only U.S. president to resign from office, as a result of the Watergate scandal.
"
us,Johnson,Lyndon,https://en.wikipedia.org/wiki/Lyndon_B._Johnson,"Lyndon Baines Johnson (/ˈlɪndən ˈbeɪnz/; August 27, 1908 – January 22, 1973), also known as LBJ, was the 36th president of the United States, serving from 1963 to 1969. He became president after the assassination of John F. Kennedy, under whom he had served as the 37th vice president from 1961 to 1963. A Southern Democrat, Johnson previously represented Texas in Congress for over 23 years, first as a U.S. representative from 1937 to 1949, and then as a U.S. senator from 1949 to 1961.
"
us,Kennedy,John,https://en.wikipedia.org/wiki/John_F._Kennedy,"John Fitzgerald Kennedy (May 29, 1917 – November 22, 1963), also known as JFK, was the 35th president of the United States, serving from 1961 until his assassination in 1963. He was the first Roman Catholic and youngest person elected president at 43 years. Kennedy served at the height of the Cold War, and the majority of his foreign policy concerned relations with the Soviet Union and Cuba. A member of the Democratic Party, Kennedy represented Massachusetts in both houses of the United States Congress prior to his presidency.
"
us,Eisenhower,Dwight,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower,"Dwight David ""Ike"" Eisenhower (born David Dwight Eisenhower; October 14, 1890 – March 28, 1969) was the 34th president of the United States, serving from 1953 to 1961. During World War II, he was Supreme Commander of the Allied Expeditionary Force in Europe and achieved the five-star rank as General of the Army. Eisenhower planned and supervised two of the most consequential military campaigns of World War II: Operation Torch in the North Africa campaign in 1942–1943 and the invasion of Normandy in 1944.
"
us,Reagan,Ronald,https://en.wikipedia.org/wiki/Ronald_Reagan,"Ronald Wilson Reagan (February 6, 1911 – June 5, 2004) was an American politician and actor who served as the 40th president of the United States from 1981 to 1989. He was a member of the Republican Party and became an important figure in the American conservative movement. His presidency is known as the Reagan era.
"
us,Truman,Harry,https://en.wikipedia.org/wiki/Harry_S._Truman,"Harry S. Truman  (May 8, 1884 – December 26, 1972) was the 33rd president of the United States, serving from 1945 to 1953. As the 34th vice president in 1945, he assumed the presidency upon the death of Franklin D. Roosevelt that year. Subsequently, Truman implemented the Marshall Plan in the aftermath of World War II to rebuild the economy of Western Europe, and established both the Truman Doctrine and NATO to contain the expansion of Soviet communism. A member of the Democratic Party, he proposed numerous New Deal coalition liberal domestic reforms, but few were enacted by the conservative coalition that dominated the United States Congress.
"
us,Adams,John,https://en.wikipedia.org/wiki/John_Adams,"John Adams (October 30, 1735 – July 4, 1826) was a Founding Father and the second president of the United States from 1797 to 1801. Before his presidency, he was a leader of the American Revolution that achieved independence from Great Britain. During the latter part of the Revolutionary War and in the early years of the new nation, he served the U.S. government as a senior diplomat in Europe. Adams was the first person to hold the office of vice president of the United States, serving from 1789 to 1797. He was a dedicated diarist and regularly corresponded with important contemporaries, including his wife and adviser Abigail Adams and his friend and political rival Thomas Jefferson.
"
us,Jefferson,Thomas,https://en.wikipedia.org/wiki/Thomas_Jefferson,"Thomas Jefferson (April 13 , 1743 – July 4, 1826) was an American Founding Father and the third president of the United States from 1801 to 1809. He was the primary author of the Declaration of Independence. Jefferson was the nation's first U.S. secretary of state under George Washington and then the nation's second vice president under John Adams. Jefferson was a leading proponent of democracy, republicanism, and natural rights, and he produced formative documents and decisions at the state, national, and international levels. 
"
us,Madison,James,https://en.wikipedia.org/wiki/James_Madison,"James Madison (March 16, 1751  – June 28, 1836) was an American statesman, diplomat, and Founding Father who served as the fourth president of the United States from 1809 to 1817. Madison was popularly acclaimed as the ""Father of the Constitution"" for his pivotal role in drafting and promoting the Constitution of the United States and the Bill of Rights.
"
us,Monroe,James,https://en.wikipedia.org/wiki/James_Monroe,"James Monroe (/mənˈroʊ/ mən-ROH; April 28, 1758 – July 4, 1831) was an American Founding Father who served as the fifth president of the United States from 1817 to 1825. He was the last Founding Father to serve as president as well as the last president of the Virginia dynasty. He was a member of the Democratic-Republican Party, and his presidency coincided with the Era of Good Feelings, concluding the First Party System era of American politics. He issued the Monroe Doctrine, a policy of limiting European colonialism in the Americas. Monroe previously served as Governor of Virginia, a member of the United States Senate, U.S. ambassador to France and Britain, the seventh secretary of state, and the eighth secretary of war.
"
us,Adams,John,https://en.wikipedia.org/wiki/John_Quincy_Adams,"John Quincy Adams (/ˈkwɪnzi/ ⓘ; July 11, 1767 – February 23, 1848) was the sixth president of the United States, serving from 1825 to 1829. He previously served as the eighth United States secretary of state from 1817 to 1825. During his long diplomatic and political career, Adams served as an ambassador and also as a member of the United States Congress representing Massachusetts in both chambers. He was the eldest son of John Adams, who served as the second president of the United States from 1797 to 1801, and First Lady Abigail Adams. Initially a Federalist like his father, he won election to the presidency as a member of the Democratic-Republican Party, and later, in the mid-1830s, became affiliated with the Whig Party.
"
us,Jackson,Andrew,https://en.wikipedia.org/wiki/Andrew_Jackson,"Andrew Jackson (March 15, 1767 – June 8, 1845) was the seventh president of the United States from 1829 to 1837. Before his presidency, he rose to fame as a general in the U.S. Army and served in both houses of the U.S. Congress.  His political philosophy became the basis for the Democratic Party. Jackson's legacy is controversial: he has been praised as an advocate for working Americans and preserving the union of states, and criticized for his racist policies, particularly towards Native Americans.
"
us,Van Buren,Martin,https://en.wikipedia.org/wiki/Martin_Van_Buren,"Martin Van Buren (/væn ˈbjʊərən/ van BYOO-rən; Dutch: Maarten van Buren  ⓘ; December 5, 1782 – July 24, 1862) was the eighth president of the United States, serving from 1837 to 1841. A primary founder of the Democratic Party, he served as New York's attorney general and U.S. senator, then briefly as the ninth governor of New York before joining Andrew Jackson's administration as the tenth United States secretary of state, minister to the United Kingdom, and ultimately the eighth vice president from 1833 to 1837, after being elected on Jackson's ticket in 1832. Van Buren won the presidency in 1836 against divided Whig opponents. He lost re-election in 1840, and failed to win the Democratic nomination in 1844. Later in his life, he re-emerged as an elder statesman and an anti-slavery leader who led the Free Soil Party ticket in the 1848 presidential election.
"
us,Harrison,William,https://en.wikipedia.org/wiki/William_Henry_Harrison,"William Henry Harrison (February 9, 1773 – April 4, 1841) was the ninth president of the United States, serving from March 4 to April 4, 1841, the shortest presidency in U.S. history. He was also the first U.S. president to die in office, causing a brief constitutional crisis, since presidential succession was not then fully defined in the U.S. Constitution. Harrison was the last president born as a British subject in the Thirteen Colonies. He was a member of the Harrison family of Virginia, a son of Benjamin Harrison V, who was a U.S. Founding Father; he was also the grandfather of Benjamin Harrison, the 23rd U.S. president.
"
us,Tyler,John,https://en.wikipedia.org/wiki/John_Tyler,"John Tyler (March 29, 1790 – January 18, 1862) was the tenth president of the United States, serving from 1841 to 1845, after briefly holding office as the tenth vice president in 1841. He was elected vice president on the 1840 Whig ticket with President William Henry Harrison, succeeding to the presidency following Harrison's death 31 days after assuming office. Tyler was a stalwart supporter and advocate of states' rights, including regarding slavery, and he adopted nationalistic policies as president only when they did not infringe on the states' powers. His unexpected rise to the presidency posed a threat to the presidential ambitions of Henry Clay and other Whig politicians and left Tyler estranged from both of the nation's major political parties at the time.
"
us,Polk,James,https://en.wikipedia.org/wiki/James_K._Polk,"James Knox Polk (/poʊk/; November 2, 1795 – June 15, 1849) was the 11th president of the United States, serving from 1845 to 1849. A protégé of Andrew Jackson and a member of the Democratic Party, he was an advocate of Jacksonian democracy and extending the territory of the United States. Polk led the U.S. into the Mexican–American War, and after winning the war he annexed the Republic of Texas, the Oregon Territory, and the Mexican Cession.
"
us,Taylor,Zachary,https://en.wikipedia.org/wiki/Zachary_Taylor,"Zachary Taylor (November 24, 1784 – July 9, 1850) was an American military officer and politician who was the 12th president of the United States, serving from 1849 until his death in 1850. Taylor was a career officer in the United States Army, rising to the rank of major general and becoming a national hero for his victories in the Mexican–American War. As a result, he won election to the White House despite his vague political beliefs. His top priority as president was to preserve the Union. He died 16 months into his term from a stomach disease. Taylor had the third-shortest presidential term in U.S. history and was the third president whose death has been traced to poor sanitation in Washington DC.
"
